LoanDuration,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Risk
20,car_used,4042,32920,4_to_7,3,co-applicant,2,car_other,40,none,own,434,skilled,Risk
17,car_new,250,31536,less_1,1,none,1,real_estate,27,none,own,509,skilled,No Risk
25,retraining,4411,33415,4_to_7,2,none,1,savings_insurance,35,stores,own,559,skilled,No Risk
12,car_new,484,31814,less_1,2,none,2,real_estate,29,none,own,352,skilled,No Risk
12,car_new,536,31934,1_to_4,2,none,2,savings_insurance,32,none,own,610,skilled,No Risk
12,car_new,250,21678,1_to_4,1,none,2,real_estate,29,stores,rent,410,skilled,No Risk
23,appliances,2649,32293,1_to_4,2,none,2,car_other,32,none,own,511,skilled,Risk
22,furniture,1779,35896,greater_7,3,none,3,car_other,31,stores,own,622,skilled,Risk
17,radio_tv,2164,24839,less_1,2,none,3,savings_insurance,36,none,own,293,management_self-employed,No Risk
12,car_new,296,30723,1_to_4,2,none,2,savings_insurance,21,none,own,593,skilled,No Risk
21,radio_tv,4722,35106,4_to_7,3,none,3,car_other,44,none,own,228,skilled,Risk
7,car_used,779,35086,less_1,1,none,2,real_estate,28,none,own,489,skilled,No Risk
50,appliances,10184,24990,greater_7,5,co-applicant,5,unknown,53,none,own,619,skilled,Risk
15,car_used,250,25824,4_to_7,3,none,1,savings_insurance,28,none,rent,275,skilled,No Risk
32,repairs,6169,38253,greater_7,5,co-applicant,5,unknown,47,stores,own,618,unskilled,Risk
19,retraining,8121,33225,4_to_7,4,none,3,unknown,38,stores,own,470,unskilled,Risk
30,education,2875,34655,1_to_4,2,none,3,real_estate,33,none,own,337,skilled,No Risk
4,car_new,2890,39432,1_to_4,2,none,2,real_estate,26,none,own,642,management_self-employed,No Risk
28,other,6675,24298,greater_7,4,none,3,car_other,47,none,free,614,skilled,No Risk
33,furniture,5692,23015,1_to_4,4,none,3,unknown,38,bank,own,655,unemployed,No Risk
24,radio_tv,6302,30647,less_1,4,co-applicant,3,savings_insurance,45,none,own,502,skilled,No Risk
13,car_used,2458,28216,less_1,3,none,2,real_estate,19,none,own,613,skilled,No Risk
9,car_new,4609,30852,1_to_4,3,none,2,savings_insurance,36,none,rent,444,skilled,No Risk
12,car_new,4304,36519,greater_7,2,none,3,unknown,24,stores,rent,241,skilled,No Risk
29,furniture,2642,20876,1_to_4,2,none,3,savings_insurance,41,none,rent,674,skilled,Risk
4,car_new,250,39280,1_to_4,1,none,1,real_estate,19,none,rent,585,skilled,No Risk
28,business,6891,36550,4_to_7,3,none,4,unknown,48,none,own,595,skilled,Risk
8,car_new,368,33970,less_1,2,none,2,real_estate,29,none,rent,679,skilled,No Risk
19,retraining,5242,28476,1_to_4,2,none,1,savings_insurance,38,none,own,621,skilled,No Risk
12,furniture,250,22305,less_1,1,none,2,real_estate,19,none,rent,454,skilled,No Risk
31,appliances,5060,26936,4_to_7,3,none,3,unknown,50,none,own,551,management_self-employed,No Risk
21,furniture,2960,30822,1_to_4,2,none,4,unknown,27,none,own,628,skilled,Risk
36,radio_tv,7689,33864,greater_7,4,co-applicant,3,unknown,51,none,free,566,skilled,Risk
4,car_new,250,39026,less_1,1,none,1,real_estate,23,stores,rent,291,unskilled,No Risk
14,car_used,3072,24939,1_to_4,3,none,3,real_estate,30,none,rent,533,management_self-employed,No Risk
5,car_new,250,20414,1_to_4,1,none,1,real_estate,31,stores,rent,544,skilled,No Risk
44,education,9119,21643,greater_7,5,co-applicant,4,unknown,46,none,own,502,management_self-employed,Risk
20,furniture,3893,28713,4_to_7,4,none,3,unknown,42,none,own,566,skilled,Risk
31,business,4999,36607,4_to_7,4,none,3,unknown,51,none,own,298,skilled,Risk
4,car_new,250,25425,1_to_4,2,none,3,real_estate,19,bank,rent,683,unskilled,No Risk
27,business,5245,39779,1_to_4,3,none,4,savings_insurance,46,none,own,470,management_self-employed,No Risk
4,car_new,250,32426,unemployed,1,none,2,real_estate,26,stores,rent,621,skilled,No Risk
32,business,4313,35620,1_to_4,4,none,2,car_other,38,bank,own,602,unemployed,No Risk
12,vacation,1376,33550,less_1,3,none,1,real_estate,22,none,own,363,skilled,No Risk
9,car_used,1931,34034,unemployed,1,none,2,real_estate,24,stores,rent,632,unskilled,No Risk
9,car_new,1455,20138,less_1,2,none,3,car_other,19,bank,own,686,unskilled,No Risk
31,furniture,3811,24475,4_to_7,3,none,2,car_other,34,none,own,320,skilled,Risk
15,car_new,1327,23930,less_1,3,none,2,real_estate,39,none,rent,238,skilled,No Risk
17,vacation,6563,34544,4_to_7,3,none,2,car_other,42,bank,own,582,unskilled,No Risk
13,car_used,1506,34421,4_to_7,4,none,4,savings_insurance,36,none,own,512,management_self-employed,No Risk
31,car_used,4422,26733,greater_7,5,none,4,savings_insurance,43,none,own,594,skilled,No Risk
12,vacation,3349,28838,less_1,1,none,3,real_estate,20,none,rent,257,skilled,No Risk
24,furniture,2912,28096,less_1,3,none,3,savings_insurance,30,none,rent,376,skilled,No Risk
33,other,8575,29417,4_to_7,5,none,4,unknown,45,stores,free,576,unskilled,Risk
29,furniture,6343,39086,1_to_4,3,none,2,savings_insurance,34,bank,own,237,unskilled,No Risk
4,repairs,250,39753,less_1,1,none,2,real_estate,24,none,rent,629,skilled,No Risk
28,car_used,6780,30939,less_1,2,none,4,car_other,40,none,own,488,management_self-employed,No Risk
8,furniture,250,27652,4_to_7,3,none,3,real_estate,36,none,own,441,skilled,No Risk
37,radio_tv,6326,24330,greater_7,5,co-applicant,3,unknown,56,none,free,298,skilled,Risk
24,education,690,27118,4_to_7,3,none,3,savings_insurance,35,none,own,334,skilled,No Risk
26,car_used,5728,34580,4_to_7,4,none,5,car_other,46,none,free,537,skilled,No Risk
27,car_new,1675,24644,4_to_7,3,none,2,savings_insurance,31,none,own,354,skilled,No Risk
28,appliances,6272,21106,greater_7,4,co-applicant,4,car_other,42,stores,own,515,unskilled,Risk
4,car_new,250,23609,1_to_4,2,none,1,real_estate,32,none,own,630,skilled,No Risk
9,appliances,250,33970,less_1,2,none,1,savings_insurance,40,none,own,681,skilled,No Risk
27,furniture,4041,39289,4_to_7,3,none,2,savings_insurance,52,stores,free,324,unskilled,No Risk
26,business,9293,32299,greater_7,4,none,3,car_other,57,none,free,543,skilled,Risk
22,car_used,2916,22967,1_to_4,3,none,3,savings_insurance,27,none,own,348,skilled,Risk
25,appliances,4400,28356,1_to_4,2,none,3,unknown,43,stores,own,217,skilled,No Risk
34,furniture,5424,35722,greater_7,5,co-applicant,5,car_other,33,none,free,691,skilled,Risk
34,radio_tv,6163,39783,1_to_4,4,none,3,savings_insurance,33,none,own,366,skilled,No Risk
25,education,5194,24472,less_1,4,none,4,car_other,26,none,own,613,skilled,Risk
44,radio_tv,7899,38253,greater_7,5,co-applicant,4,unknown,54,none,free,401,unskilled,Risk
26,appliances,5232,22279,1_to_4,3,none,3,real_estate,26,stores,own,459,unskilled,No Risk
26,radio_tv,3261,35545,less_1,3,none,3,real_estate,36,none,own,348,management_self-employed,No Risk
46,education,5670,28946,greater_7,5,co-applicant,3,car_other,49,stores,own,357,unskilled,No Risk
23,business,4031,20588,greater_7,4,none,4,car_other,47,none,own,613,skilled,No Risk
34,appliances,5422,28584,4_to_7,5,none,4,unknown,34,none,own,672,skilled,Risk
26,car_used,4660,25018,1_to_4,3,guarantor,4,savings_insurance,60,none,own,621,skilled,Risk
17,car_used,3002,39732,less_1,3,none,2,car_other,41,bank,own,516,unskilled,No Risk
41,radio_tv,6124,36647,greater_7,5,co-applicant,5,unknown,51,none,free,349,skilled,Risk
18,repairs,250,39673,1_to_4,2,co-applicant,3,real_estate,39,none,own,514,skilled,No Risk
24,retraining,7200,36020,1_to_4,3,none,1,unknown,29,none,own,400,skilled,No Risk
32,furniture,1528,20330,1_to_4,4,none,4,car_other,29,none,own,580,skilled,No Risk
28,car_used,2605,26557,1_to_4,3,none,3,savings_insurance,36,none,free,583,skilled,Risk
17,car_used,1841,27233,less_1,2,none,2,real_estate,35,none,own,334,skilled,No Risk
37,appliances,4989,38408,greater_7,4,none,3,savings_insurance,39,none,own,522,skilled,No Risk
31,repairs,5548,32877,4_to_7,4,none,4,savings_insurance,32,stores,own,268,skilled,No Risk
18,car_new,3689,29927,unemployed,1,none,1,real_estate,36,none,own,465,skilled,No Risk
11,car_new,716,37163,unemployed,1,none,2,real_estate,38,stores,own,496,skilled,No Risk
26,car_used,5072,31680,1_to_4,3,co-applicant,4,savings_insurance,41,none,own,608,skilled,No Risk
38,appliances,3176,35100,greater_7,4,co-applicant,4,car_other,70,none,own,374,skilled,Risk
32,furniture,4005,33943,4_to_7,3,none,2,car_other,35,stores,own,473,unskilled,No Risk
39,appliances,4777,27758,greater_7,5,guarantor,4,car_other,36,none,free,568,skilled,Risk
32,car_used,5497,23574,4_to_7,4,guarantor,5,car_other,51,none,free,659,skilled,No Risk
18,car_new,1325,35064,1_to_4,2,none,2,savings_insurance,36,bank,rent,630,unemployed,No Risk
14,appliances,4902,34401,greater_7,4,co-applicant,4,savings_insurance,46,none,own,565,skilled,No Risk
31,radio_tv,6568,37283,less_1,4,none,5,car_other,31,none,own,662,management_self-employed,No Risk
40,vacation,6386,35309,4_to_7,5,co-applicant,5,unknown,49,none,own,429,skilled,Risk
31,furniture,7285,25140,4_to_7,4,co-applicant,5,car_other,32,none,own,541,management_self-employed,Risk
27,car_new,1815,26316,4_to_7,2,none,3,savings_insurance,36,bank,rent,356,unemployed,No Risk
7,car_new,250,26587,unemployed,2,none,2,real_estate,19,none,rent,320,skilled,No Risk
33,car_used,3130,28170,4_to_7,3,co-applicant,4,car_other,45,none,own,450,skilled,Risk
29,furniture,6815,26279,greater_7,4,co-applicant,3,car_other,36,none,own,518,skilled,Risk
24,car_used,1380,37217,4_to_7,2,none,1,savings_insurance,30,stores,own,506,skilled,No Risk
17,repairs,1574,27612,less_1,2,none,3,real_estate,38,none,own,386,management_self-employed,No Risk
31,radio_tv,7460,30602,greater_7,5,co-applicant,5,unknown,44,none,free,225,management_self-employed,Risk
23,radio_tv,6649,29582,4_to_7,4,none,3,car_other,28,none,own,556,skilled,No Risk
37,appliances,4771,22028,greater_7,3,none,4,car_other,39,none,own,338,skilled,Risk
4,education,250,37230,4_to_7,2,none,1,real_estate,19,none,rent,454,skilled,No Risk
21,business,5921,28706,greater_7,4,none,4,savings_insurance,39,none,own,478,skilled,No Risk
33,appliances,4177,26730,4_to_7,4,none,3,savings_insurance,39,none,own,383,skilled,Risk
29,furniture,7061,35720,1_to_4,3,none,4,savings_insurance,38,bank,own,259,unskilled,No Risk
10,furniture,250,21608,4_to_7,1,co-applicant,2,car_other,41,stores,own,696,unskilled,Risk
24,radio_tv,7762,34410,less_1,4,none,3,savings_insurance,39,none,own,336,management_self-employed,No Risk
20,furniture,3801,20098,1_to_4,2,none,1,car_other,22,bank,own,328,unemployed,No Risk
39,appliances,9683,35260,4_to_7,4,co-applicant,4,car_other,49,stores,own,239,unskilled,No Risk
14,car_new,250,30046,1_to_4,2,none,3,savings_insurance,19,stores,own,509,skilled,Risk
25,retraining,4448,26351,4_to_7,4,none,3,car_other,39,none,own,552,skilled,No Risk
5,furniture,1654,39957,1_to_4,3,none,4,real_estate,25,none,rent,683,management_self-employed,No Risk
30,business,5193,37338,4_to_7,4,none,5,car_other,46,none,own,341,skilled,Risk
4,car_new,250,34811,less_1,2,none,2,real_estate,22,none,rent,618,management_self-employed,No Risk
27,radio_tv,2344,25119,4_to_7,3,none,3,savings_insurance,30,bank,own,588,unemployed,No Risk
14,vacation,587,20535,1_to_4,3,none,2,savings_insurance,19,none,rent,424,skilled,No Risk
21,business,4582,29223,greater_7,4,none,3,unknown,40,none,own,285,skilled,Risk
4,car_new,250,31176,less_1,1,none,1,real_estate,25,bank,rent,700,unskilled,No Risk
9,furniture,3047,36651,1_to_4,3,none,3,savings_insurance,35,bank,own,603,unskilled,No Risk
4,furniture,250,38643,4_to_7,1,none,1,car_other,28,stores,rent,439,skilled,No Risk
8,car_new,250,20376,1_to_4,1,none,1,savings_insurance,34,stores,rent,640,unskilled,No Risk
26,radio_tv,1710,25497,4_to_7,3,none,3,real_estate,43,bank,own,451,unemployed,No Risk
39,business,5478,24490,1_to_4,3,none,2,savings_insurance,43,stores,own,485,unskilled,No Risk
23,car_used,3416,28190,1_to_4,3,none,4,savings_insurance,34,none,own,499,skilled,No Risk
43,repairs,8222,30570,greater_7,5,co-applicant,4,unknown,47,none,free,268,skilled,Risk
36,appliances,5855,29002,greater_7,4,none,5,savings_insurance,42,none,own,576,skilled,No Risk
15,car_new,763,30853,less_1,2,none,1,savings_insurance,29,stores,own,217,skilled,No Risk
13,vacation,250,39673,1_to_4,2,co-applicant,1,real_estate,42,stores,own,458,skilled,No Risk
30,appliances,8256,38594,greater_7,4,co-applicant,3,unknown,50,none,free,482,skilled,Risk
14,furniture,250,27211,1_to_4,2,none,2,real_estate,30,none,own,200,skilled,No Risk
34,furniture,5470,20335,4_to_7,4,none,4,car_other,33,none,own,456,skilled,Risk
23,car_used,7744,22764,greater_7,3,co-applicant,4,car_other,39,none,free,284,management_self-employed,Risk
24,education,3598,38329,1_to_4,3,none,4,unknown,38,none,free,568,skilled,No Risk
7,car_new,250,38512,less_1,1,none,1,real_estate,20,none,rent,529,skilled,No Risk
27,appliances,6222,20184,4_to_7,3,none,4,car_other,41,none,own,695,skilled,Risk
4,education,250,35039,1_to_4,1,none,2,real_estate,28,none,rent,305,management_self-employed,No Risk
25,radio_tv,4101,35131,4_to_7,4,none,4,car_other,43,stores,rent,456,unskilled,No Risk
19,radio_tv,4459,28588,4_to_7,4,none,3,real_estate,36,none,own,647,skilled,No Risk
14,car_new,1711,24277,less_1,3,none,2,real_estate,30,none,rent,314,skilled,No Risk
10,furniture,250,39395,less_1,2,none,3,real_estate,23,none,rent,316,management_self-employed,No Risk
35,furniture,4100,22715,4_to_7,4,none,3,savings_insurance,30,none,own,342,skilled,No Risk
5,furniture,250,37174,1_to_4,1,none,1,real_estate,25,none,rent,470,skilled,No Risk
16,car_new,3681,20741,4_to_7,3,none,3,savings_insurance,30,none,own,521,skilled,Risk
4,car_new,250,28628,less_1,2,none,2,savings_insurance,19,none,rent,363,skilled,No Risk
23,repairs,2951,27107,4_to_7,2,none,3,savings_insurance,31,stores,rent,677,unskilled,No Risk
40,radio_tv,2604,25121,greater_7,4,none,4,car_other,39,none,own,498,skilled,Risk
34,appliances,4174,39805,1_to_4,4,none,2,car_other,44,none,own,378,skilled,No Risk
15,radio_tv,5356,23928,4_to_7,4,none,3,savings_insurance,51,none,own,545,management_self-employed,No Risk
37,appliances,5661,20281,4_to_7,4,none,5,savings_insurance,44,stores,rent,392,unskilled,No Risk
36,business,3631,24002,1_to_4,4,none,3,savings_insurance,48,none,own,227,skilled,No Risk
20,repairs,5238,20558,4_to_7,4,none,3,car_other,50,none,own,636,skilled,No Risk
4,education,586,29701,1_to_4,2,none,1,real_estate,19,none,rent,483,skilled,No Risk
23,furniture,5180,33750,less_1,3,none,2,unknown,46,none,own,287,skilled,Risk
12,car_new,250,22516,less_1,2,none,1,savings_insurance,22,stores,rent,505,skilled,No Risk
14,business,4921,32543,1_to_4,3,none,2,savings_insurance,29,none,own,614,management_self-employed,No Risk
5,car_new,250,32946,1_to_4,2,none,3,real_estate,22,bank,rent,374,unemployed,No Risk
34,repairs,6863,38412,greater_7,5,co-applicant,4,unknown,49,none,own,336,skilled,Risk
10,car_new,250,28891,unemployed,1,none,3,real_estate,32,none,own,593,skilled,No Risk
24,furniture,5961,36681,1_to_4,4,none,4,car_other,50,none,own,402,skilled,Risk
41,radio_tv,7143,38343,greater_7,5,co-applicant,5,unknown,47,none,free,502,skilled,Risk
15,furniture,1350,36612,less_1,2,none,2,savings_insurance,30,none,own,473,skilled,No Risk
27,radio_tv,5678,32883,4_to_7,4,none,3,unknown,54,none,free,506,skilled,Risk
34,furniture,5851,22320,greater_7,4,co-applicant,4,unknown,51,none,own,616,skilled,Risk
8,car_new,899,36604,4_to_7,2,none,3,savings_insurance,27,bank,own,323,unskilled,No Risk
30,radio_tv,8357,34687,greater_7,3,co-applicant,4,unknown,53,none,free,542,skilled,Risk
15,car_new,2685,33098,4_to_7,4,none,2,savings_insurance,46,stores,rent,528,unskilled,No Risk
39,other,9086,22432,1_to_4,4,guarantor,3,unknown,47,none,free,366,skilled,Risk
6,education,250,25683,4_to_7,2,none,2,real_estate,19,stores,rent,554,skilled,No Risk
17,repairs,1096,20362,1_to_4,3,none,1,savings_insurance,29,stores,rent,291,unskilled,No Risk
30,car_used,1102,30467,unemployed,3,none,4,savings_insurance,19,none,own,622,skilled,No Risk
16,car_used,3831,37365,1_to_4,2,none,2,car_other,43,none,rent,272,skilled,Risk
10,car_new,250,23700,1_to_4,1,none,2,real_estate,34,none,own,397,skilled,No Risk
21,furniture,2477,22987,4_to_7,3,none,4,car_other,35,none,own,456,skilled,No Risk
14,furniture,3608,28241,greater_7,3,none,3,car_other,39,stores,own,491,skilled,Risk
25,business,6597,30077,greater_7,5,none,4,savings_insurance,48,none,own,384,skilled,Risk
11,car_used,1645,29571,less_1,2,none,1,savings_insurance,19,none,rent,433,skilled,No Risk
28,furniture,3914,34435,1_to_4,4,none,2,savings_insurance,39,stores,own,487,unskilled,No Risk
16,retraining,1519,31461,1_to_4,3,none,3,savings_insurance,33,none,rent,679,skilled,No Risk
27,appliances,8569,25386,4_to_7,4,none,4,unknown,46,none,free,512,skilled,Risk
4,car_new,250,23506,less_1,1,none,2,savings_insurance,19,bank,rent,209,unemployed,No Risk
27,appliances,5139,35739,4_to_7,3,none,3,savings_insurance,45,bank,own,294,unskilled,No Risk
8,furniture,2931,28239,less_1,1,none,3,savings_insurance,49,none,own,580,skilled,No Risk
26,radio_tv,10639,37772,4_to_7,5,none,5,unknown,42,none,free,354,management_self-employed,Risk
21,car_used,3010,24847,4_to_7,2,co-applicant,1,car_other,34,bank,own,256,unemployed,Risk
25,radio_tv,3373,39045,4_to_7,3,none,3,car_other,37,none,own,587,skilled,No Risk
22,car_new,3554,24774,less_1,1,none,1,car_other,32,stores,rent,605,skilled,No Risk
33,furniture,7227,29321,4_to_7,4,co-applicant,4,savings_insurance,45,none,free,690,management_self-employed,Risk
33,radio_tv,7233,30514,greater_7,5,co-applicant,5,unknown,34,none,free,279,management_self-employed,Risk
32,other,10292,36731,greater_7,6,co-applicant,5,car_other,61,none,free,679,management_self-employed,Risk
24,appliances,3415,33328,1_to_4,3,none,4,savings_insurance,26,none,own,451,skilled,No Risk
25,car_used,6775,26914,4_to_7,3,none,4,car_other,39,none,own,310,skilled,Risk
18,furniture,4686,24754,4_to_7,3,guarantor,4,savings_insurance,50,none,free,278,skilled,Risk
33,appliances,6516,31832,4_to_7,4,none,4,car_other,54,none,own,550,skilled,No Risk
4,car_used,312,29764,unemployed,2,none,1,real_estate,26,bank,rent,660,unskilled,No Risk
33,radio_tv,4420,36765,less_1,4,none,3,real_estate,34,stores,own,261,unskilled,No Risk
19,retraining,250,27024,less_1,2,none,2,savings_insurance,21,none,own,228,skilled,No Risk
24,furniture,1859,23469,4_to_7,3,none,2,real_estate,28,stores,own,455,unskilled,No Risk
5,car_new,1152,27135,4_to_7,3,none,1,car_other,25,none,own,599,skilled,No Risk
27,car_used,4893,36973,1_to_4,4,none,5,savings_insurance,44,none,own,605,management_self-employed,Risk
9,appliances,938,22282,4_to_7,3,none,3,savings_insurance,40,stores,own,321,skilled,No Risk
31,vacation,5622,27316,1_to_4,4,none,2,unknown,39,none,free,272,skilled,No Risk
